Exercício: 2021
Escopo: Estados/DF
Tabela: Despesas Orçamentárias (Anexo I-D)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"3.3.90.47.00 - Obrigações Tributárias e Contributivas";"siconfi-cor_DO3.3.90.47.00.00";1952773,66
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"3.3.90.48.00 - Outros Auxílios Financeiros a Pessoas Físicas";"siconfi-cor_DO3.3.90.48.00.00";35784389,93
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"3.3.90.49.00 - Auxílio-Transporte";"siconfi-cor_DO3.3.90.49.00.00";59087,47
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"3.3.90.91.00 - Sentenças Judiciais";"siconfi-cor_DO3.3.90.91.00.00";38351415,67
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"3.3.90.92.00 - Despesas de Exercícios Anteriores";"siconfi-cor_DO3.3.90.92.00.00";4575573,97
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"3.3.90.93.00 - Indenizações e Restituições";"siconfi-cor_DO3.3.90.93.00.00";9469366,11
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"3.3.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social";"siconfi-cor_DI3.3.91.00.00.00";1978434,95
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.0.00.00.00 - Despesas de Capital";"siconfi-cor_DO4.0.00.00.00.00";538197442,1
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.4.00.00.00 - Investimentos";"siconfi-cor_DO4.4.00.00.00.00";538037442,1
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.4.40.00.00 - Transferências a Municípios";"siconfi-cor_DO4.4.40.00.00.00";400000,00
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.4.41.00.00 - Transferências a Municípios - Fundo a Fundo";"siconfi-cor_DO4.4.41.00.00.00";33469,59
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.4.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos";"siconfi-cor_DO4.4.50.00.00.00";5930393,68
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.4.90.00.00 - Aplicações Diretas";"siconfi-cor_DO4.4.90.00.00.00";531555618,29
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.4.90.30.00 - Material de Consumo";"siconfi-cor_DO4.4.90.30.00.00";896740,01
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.4.90.39.00 - Outros Serviços de Terceiros - Pessoa Jurídica";"siconfi-cor_DO4.4.90.39.00.00";80207,92
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.4.90.40.00 - Serviços de Tecnologia da Informação e Comunicação (TIC) - Pessoa Jurídica";"siconfi-cor_DO4.4.90.40.00.00";5986946,97
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.4.90.51.00 - Obras e Instalações";"siconfi-cor_DO4.4.90.51.00.00";200612734,3
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.4.90.51.80 - Estudos e projetos";"siconfi-cor_DO4.4.90.51.80.00";13045883,27
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.4.90.51.99 - Demais Obras e Instalações";"siconfi-cor_DO4.4.90.51.99.00";187566851,03
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.4.90.52.00 - Equipamentos e Material Permanente";"siconfi-cor_DO4.4.90.52.00.00";311473426,1
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.4.90.61.00 - Aquisição de Imóveis";"siconfi-cor_DO4.4.90.61.00.00";7946000,00
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.4.90.92.00 - Despesas de Exercícios Anteriores";"siconfi-cor_DO4.4.90.92.00.00";41093,39
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.4.90.99.00 - A Classificar";"siconfi-cor_DO4.4.90.99.00.00";4518469,6
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.4.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social";"siconfi-cor_DI4.4.91.00.00.00";117960,54
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.5.00.00.00 - Inversões Financeiras";"siconfi-cor_DO4.5.00.00.00.00";160000,00
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.5.90.00.00 - Aplicações Diretas";"siconfi-cor_DO4.5.90.00.00.00";160000,00
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Não Processados";"4.5.90.66.00 - Concessão de Empréstimos e Financiamentos";"siconfi-cor_DO4.5.90.66.00.00";160000,00
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"Total Geral da Despesa";"siconfi-cor_TotalDespesas";454144454,36
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.0.00.00.00 - Despesas Correntes";"siconfi-cor_DO3.0.00.00.00.00";201285749,5
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.1.00.00.00 - Pessoal e Encargos Sociais";"siconfi-cor_DO3.1.00.00.00.00";62023324,23
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.1.90.00.00 - Aplicações Diretas";"siconfi-cor_DO3.1.90.00.00.00";61992611,46
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares";"siconfi-cor_DO3.1.90.01.00.00";59943,12
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.1.90.04.00 - Contratação por Tempo Determinado";"siconfi-cor_DO3.1.90.04.00.00";24069773,01
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.1.90.07.00 - Contribuição a Entidades Fechadas de Previdência";"siconfi-cor_DO3.1.90.07.00.00";251476,11
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.1.90.13.00 - Obrigações Patronais";"siconfi-cor_DO3.1.90.13.00.00";11983950,8
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.1.90.13.01 - FGTS";"siconfi-cor_DO3.1.90.13.01.00";1856119,77
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.1.90.13.08 - Plano de Seg. Soc. do Servidor - Pessoal Ativo";"siconfi-cor_DO3.1.90.13.08.00";119165,81
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.1.90.13.99 - Outras Obrigações Patronais";"siconfi-cor_DO3.1.90.13.99.00";10008665,22
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.1.90.91.00 - Sentenças Judiciais";"siconfi-cor_DO3.1.90.91.00.00";25000000,00
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.1.90.92.00 - Despesas de Exercícios Anteriores";"siconfi-cor_DO3.1.90.92.00.00";571878,9
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.1.90.96.00 - Ressarcimento de Despesas de Pessoal Requisitado";"siconfi-cor_DO3.1.90.96.00.00";55589,52
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social";"siconfi-cor_DI3.1.91.00.00.00";30712,77
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.1.91.96.00 - Ressarcimento de Despesas de Pessoal Requisitado";"siconfi-cor_DI3.1.91.96.00.00";30712,77
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.00.00.00 - Outras Despesas Correntes";"siconfi-cor_DO3.3.00.00.00.00";139262425,27
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.40.00.00 - Transferências a Municípios";"siconfi-cor_DO3.3.40.00.00.00";575000,00
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.40.41.00 - Contribuições";"siconfi-cor_DO3.3.40.41.00.00";575000,00
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.41.00.00 - Transferências a Municípios - Fundo a Fundo";"siconfi-cor_DO3.3.41.00.00.00";11549875,64
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos";"siconfi-cor_DO3.3.50.00.00.00";5401996,00
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.00.00 - Aplicações Diretas";"siconfi-cor_DO3.3.90.00.00.00";98279766,68
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar";"siconfi-cor_DO3.3.90.08.00.00";17790,58
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.14.00 - Diárias - Civil";"siconfi-cor_DO3.3.90.14.00.00";21911,87
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.15.00 - Diárias - Militar";"siconfi-cor_DO3.3.90.15.00.00";33846,00
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.30.00 - Material de Consumo";"siconfi-cor_DO3.3.90.30.00.00";27694660,57
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita";"siconfi-cor_DO3.3.90.32.00.00";22752,00
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.33.00 - Passagens e Despesas com Locomoção";"siconfi-cor_DO3.3.90.33.00.00";200768,38
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.35.00 - Serviços de Consultoria";"siconfi-cor_DO3.3.90.35.00.00";83117,09
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.36.00 - Outros Serviços de Terceiros - Pessoa Física";"siconfi-cor_DO3.3.90.36.00.00";126334,35
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.37.00 - Locação de Mão-de-Obra";"siconfi-cor_DO3.3.90.37.00.00";6034962,81
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.39.00 - Outros Serviços de Terceiros - Pessoa Jurídica";"siconfi-cor_DO3.3.90.39.00.00";25836189,78
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.40.00 - Serviços de Tecnologia da Informação e Comunicação (TIC) - Pessoa Jurídica";"siconfi-cor_DO3.3.90.40.00.00";5151117,38
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.47.00 - Obrigações Tributárias e Contributivas";"siconfi-cor_DO3.3.90.47.00.00";6776622,51
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.91.00 - Sentenças Judiciais";"siconfi-cor_DO3.3.90.91.00.00";24404903,53
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.92.00 - Despesas de Exercícios Anteriores";"siconfi-cor_DO3.3.90.92.00.00";18999,14
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.93.00 - Indenizações e Restituições";"siconfi-cor_DO3.3.90.93.00.00";243224,57
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.90.99.00 - A Classificar";"siconfi-cor_DO3.3.90.99.00.00";1612566,12
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"3.3.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social";"siconfi-cor_DI3.3.91.00.00.00";23455786,95
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"4.0.00.00.00 - Despesas de Capital";"siconfi-cor_DO4.0.00.00.00.00";252858704,86
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"4.4.00.00.00 - Investimentos";"siconfi-cor_DO4.4.00.00.00.00";252858704,86
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"4.4.40.00.00 - Transferências a Municípios";"siconfi-cor_DO4.4.40.00.00.00";191429567,99
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"4.4.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos";"siconfi-cor_DO4.4.50.00.00.00";3837903,63
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"4.4.90.00.00 - Aplicações Diretas";"siconfi-cor_DO4.4.90.00.00.00";57591233,24
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"4.4.90.30.00 - Material de Consumo";"siconfi-cor_DO4.4.90.30.00.00";80541,4
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"4.4.90.40.00 - Serviços de Tecnologia da Informação e Comunicação (TIC) - Pessoa Jurídica";"siconfi-cor_DO4.4.90.40.00.00";774407,1
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"4.4.90.51.00 - Obras e Instalações";"siconfi-cor_DO4.4.90.51.00.00";418841,46
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"4.4.90.51.80 - Estudos e projetos";"siconfi-cor_DO4.4.90.51.80.00";327902,64
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"4.4.90.51.99 - Demais Obras e Instalações";"siconfi-cor_DO4.4.90.51.99.00";90938,82
Governo do Estado de Santa Catarina;42;SC;7252502;"Inscrição de Restos a Pagar Processados";"4.4.90.52.00 - Equipamentos e Material Permanente";"siconfi-cor_DO4.4.90.52.00.00";56317443,28
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"Total Geral da Despesa";"siconfi-cor_TotalDespesas";34039050500,63
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.0.00.00.00 - Despesas Correntes";"siconfi-cor_DO3.0.00.00.00.00";29192888744,39
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.00.00.00 - Pessoal e Encargos Sociais";"siconfi-cor_DO3.1.00.00.00.00";18771032267,67
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.00.00 - Aplicações Diretas";"siconfi-cor_DO3.1.90.00.00.00";17509814077,6
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares";"siconfi-cor_DO3.1.90.01.00.00";5353891371,53
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.03.00 - Pensões do RPPS e do Militar";"siconfi-cor_DO3.1.90.03.00.00";1161960432,97
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.04.00 - Contratação por Tempo Determinado";"siconfi-cor_DO3.1.90.04.00.00";11239649,58
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil";"siconfi-cor_DO3.1.90.11.00.00";6767819684,53
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.12.00 - Vencimentos e Vantagens Fixas - Pessoal Militar";"siconfi-cor_DO3.1.90.12.00.00";1137556006,48
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.13.00 - Obrigações Patronais";"siconfi-cor_DO3.1.90.13.00.00";386499386,3
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.13.01 - FGTS";"siconfi-cor_DO3.1.90.13.01.00";24716090,69
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.13.02 - Contribuições Previdenciárias - INSS";"siconfi-cor_DO3.1.90.13.02.00";354759440,43
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.13.40 - Encargos de pessoal requisitado de outros Entes";"siconfi-cor_DO3.1.90.13.40.00";4195537,06
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.13.99 - Outras Obrigações Patronais";"siconfi-cor_DO3.1.90.13.99.00";2828318,12
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil";"siconfi-cor_DO3.1.90.16.00.00";434944712,31
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.17.00 - Outras Despesas Variáveis - Pessoal Militar";"siconfi-cor_DO3.1.90.17.00.00";833899535,76
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.91.00 - Sentenças Judiciais";"siconfi-cor_DO3.1.90.91.00.00";304845709,21
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.92.00 - Despesas de Exercícios Anteriores";"siconfi-cor_DO3.1.90.92.00.00";1037537571,45
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.94.00 - Indenizações e Restituições Trabalhistas";"siconfi-cor_DO3.1.90.94.00.00";67985242,55
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.90.96.00 - Ressarcimento de Despesas de Pessoal Requisitado";"siconfi-cor_DO3.1.90.96.00.00";11634774,93
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social";"siconfi-cor_DI3.1.91.00.00.00";1261218190,07
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.91.13.00 - Contribuições Patronais";"siconfi-cor_DI3.1.91.13.00.00";1244928292,13
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário";"siconfi-cor_DI3.1.91.13.08.00";27588826,99
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.91.13.11 - Contribuições previdenciárias - RPPS - pessoal ativo - plano financeiro";"siconfi-cor_DI3.1.91.13.11.00";1216162132,55
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária";"siconfi-cor_DI3.1.91.13.99.00";1177332,59
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.91.91.00 - Sentenças Judiciais";"siconfi-cor_DI3.1.91.91.00.00";185940,99
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.1.91.92.00 - Despesas de Exercícios Anteriores";"siconfi-cor_DI3.1.91.92.00.00";16103956,95
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.2.00.00.00 - Juros e Encargos da Dívida";"siconfi-cor_DO3.2.00.00.00.00";72016902,13
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.2.90.00.00 - Aplicações Diretas";"siconfi-cor_DO3.2.90.00.00.00";72016902,13
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.2.90.21.00 - Juros sobre a Dívida por Contrato";"siconfi-cor_DO3.2.90.21.00.00";65060566,17
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.2.90.22.00 - Outros Encargos sobre a Dívida por Contrato";"siconfi-cor_DO3.2.90.22.00.00";6956335,96
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.00.00.00 - Outras Despesas Correntes";"siconfi-cor_DO3.3.00.00.00.00";10349839574,59
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.20.00.00 - Transferências à União";"siconfi-cor_DO3.3.20.00.00.00";533994,84
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.40.00.00 - Transferências a Municípios";"siconfi-cor_DO3.3.40.00.00.00";15152855,35
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.40.41.00 - Contribuições";"siconfi-cor_DO3.3.40.41.00.00";15152855,35
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.41.00.00 - Transferências a Municípios - Fundo a Fundo";"siconfi-cor_DO3.3.41.00.00.00";498550452,39
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.42.00.00 - Execução Orçamentária Delegada a Municípios";"siconfi-cor_DO3.3.42.00.00.00";92583723,88
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos";"siconfi-cor_DO3.3.50.00.00.00";289874012,04
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.70.00.00 - Transferências a Instituições Multigovernamentais";"siconfi-cor_DO3.3.70.00.00.00";1495567,5
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.71.00.00 - Transferências a Consórcios Públicos mediante contrato de rateio";"siconfi-cor_DO3.3.71.00.00.00";5665889,97
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.00.00 - Aplicações Diretas";"siconfi-cor_DO3.3.90.00.00.00";9328298759,05
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar";"siconfi-cor_DO3.3.90.08.00.00";294816504,18
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.10.00 - Seguro Desemprego e Abono Salarial";"siconfi-cor_DO3.3.90.10.00.00";61771,67
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.14.00 - Diárias - Civil";"siconfi-cor_DO3.3.90.14.00.00";23254952,48
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.15.00 - Diárias - Militar";"siconfi-cor_DO3.3.90.15.00.00";2002296,81
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.18.00 - Auxílio Financeiro a Estudantes";"siconfi-cor_DO3.3.90.18.00.00";83073432,77
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.19.00 - Auxílio-Fardamento";"siconfi-cor_DO3.3.90.19.00.00";868,68
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.20.00 - Auxílio Financeiro a Pesquisadores";"siconfi-cor_DO3.3.90.20.00.00";5237348,95
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.30.00 - Material de Consumo";"siconfi-cor_DO3.3.90.30.00.00";348439149,94
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.31.00 - Premiações Culturais, Artísticas, Científicas, Desportivas e Outras";"siconfi-cor_DO3.3.90.31.00.00";58478243,12
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita";"siconfi-cor_DO3.3.90.32.00.00";230778173,61
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.33.00 - Passagens e Despesas com Locomoção";"siconfi-cor_DO3.3.90.33.00.00";26231911,47
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.34.00 - Outras Despesas de Pessoal decorrentes de Contratos de Terceirização";"siconfi-cor_DO3.3.90.34.00.00";70096801,48
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.35.00 - Serviços de Consultoria";"siconfi-cor_DO3.3.90.35.00.00";12856969,42
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.36.00 - Outros Serviços de Terceiros - Pessoa Física";"siconfi-cor_DO3.3.90.36.00.00";245337821,38
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.37.00 - Locação de Mão-de-Obra";"siconfi-cor_DO3.3.90.37.00.00";361895352,51
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.39.00 - Outros Serviços de Terceiros - Pessoa Jurídica";"siconfi-cor_DO3.3.90.39.00.00";5045502620,72
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.40.00 - Serviços de Tecnologia da Informação e Comunicação (TIC) - Pessoa Jurídica";"siconfi-cor_DO3.3.90.40.00.00";166128181,28
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.41.00 - Contribuições";"siconfi-cor_DO3.3.90.41.00.00";1374846,83
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.45.00 - Subvenções Econômicas";"siconfi-cor_DO3.3.90.45.00.00";30619765,76
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.46.00 - Auxílio-Alimentação";"siconfi-cor_DO3.3.90.46.00.00";432624783,18
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.47.00 - Obrigações Tributárias e Contributivas";"siconfi-cor_DO3.3.90.47.00.00";370266296,07
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.48.00 - Outros Auxílios Financeiros a Pessoas Físicas";"siconfi-cor_DO3.3.90.48.00.00";95416589,24
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.49.00 - Auxílio-Transporte";"siconfi-cor_DO3.3.90.49.00.00";28069532,57
Governo do Estado de Goiás;52;GO;7113540;"Despesas Empenhadas";"3.3.90.59.00 - Pensões Especiais";"siconfi-cor_DO3.3.90.59.00.00";14346809,93
